Date,Open,High,Low,Close
29-05-2003,3116.85,3171.8,3116.85,3164.25
30-05-2003,3172.05,3200.48,3158.74,3180.75
02-06-2003,3176.56,3220.14,3170.38,3206.38
03-06-2003,3212.99,3214.33,3176.77,3181.97
04-06-2003,3187.41,3220.19,3187.41,3216.49
05-06-2003,3233.05,3274.45,3233.05,3262.2
06-06-2003,3270.06,3313.54,3270.06,3303.24
09-06-2003,3304.65,3351.36,3295.14,3337.31
10-06-2003,3332.66,3350.02,3281.21,3289.55
11-06-2003,3289.36,3327.61,3287.72,3314.6
12-06-2003,3318.9,3340.98,3318.9,3337.3
13-06-2003,3342.65,3364.02,3338.9,3354.14
16-06-2003,3358.38,3361.98,3325.44,3336.64
17-06-2003,3364.1,3435.68,3362.34,3431.03
18-06-2003,3440.69,3452.73,3417.74,3430.96
19-06-2003,3429,3467.26,3429,3454.6
20-06-2003,3450.57,3503.01,3427.36,3499.5
23-06-2003,3500.19,3510.11,3457.44,3461.38
24-06-2003,3441.07,3473.23,3438.27,3447.45
25-06-2003,3456.85,3526.86,3456.85,3517.27
26-06-2003,3528.28,3564.68,3522.05,3552.4
27-06-2003,3577.96,3589.54,3532.52,3583.06
30-06-2003,3585.57,3632.84,3585.57,3607.13
01-07-2003,3617.74,3622.89,3584.73,3604.43
02-07-2003,3613.42,3640.97,3596.47,3601.39
03-07-2003,3616.98,3661.99,3592.18,3639.89
04-07-2003,3642.3,3661.87,3610.11,3622.34
07-07-2003,3631.46,3645.42,3607.1,3612.53
08-07-2003,3628.02,3645.64,3623.02,3629.68
09-07-2003,3635.86,3644.88,3604.96,3620.79
10-07-2003,3639.42,3684.18,3639.42,3679.63
11-07-2003,3682.09,3714.84,3659.21,3676.26
14-07-2003,3704.63,3726.56,3704.63,3720.75
15-07-2003,3719.17,3733.88,3657.18,3686.34
16-07-2003,3702.14,3729.4,3662.7,3721.65
17-07-2003,3728.84,3750,3660.34,3668.91
18-07-2003,3651.39,3684.23,3625.73,3647.58
21-07-2003,3655.26,3664.64,3564.41,3569.58
22-07-2003,3557.13,3582.08,3534.06,3554.13
23-07-2003,3571.75,3596.59,3551.98,3577.89
24-07-2003,3595.6,3678.38,3572.64,3668.07
25-07-2003,3685.31,3737.76,3661.69,3726.46
28-07-2003,3745.99,3775.65,3730.07,3739.76
29-07-2003,3731.85,3771.35,3694.94,3764.44
30-07-2003,3761.76,3799.89,3759.98,3780.42
31-07-2003,3796.53,3835.75,3785.12,3792.61
01-08-2003,3800.73,3831.96,3779.73,3815.31
04-08-2003,3798.81,3840.72,3785.85,3832.5
05-08-2003,3845.93,3878.72,3761.84,3765.82
06-08-2003,3754.65,3798.87,3722.08,3741.66
07-08-2003,3749.18,3816.16,3733.63,3806.83
08-08-2003,3824.26,3890.78,3823.39,3883.76
11-08-2003,3842.14,3915.9,3842.14,3893.41
12-08-2003,3907.03,3938.91,3879.35,3889.41
13-08-2003,3910.86,3935.8,3874.34,3926.07
14-08-2003,3932.59,3959.1,3908.7,3921.2
18-08-2003,3932.37,3985.46,3928.17,3977.73
19-08-2003,3985.77,4026.27,3981.92,4006.91
20-08-2003,4027.6,4066.03,4027.6,4056.6
21-08-2003,4075.17,4106.71,4073.06,4095.39
22-08-2003,4146.56,4149.54,4084.19,4125.12
25-08-2003,4149.82,4170.58,3943.66,4004.63
26-08-2003,4021.91,4160.02,4021.91,4152.29
27-08-2003,4173.36,4222.39,4173.36,4205.56
28-08-2003,4256.07,4256.07,4179.33,4212.29
29-08-2003,4235.26,4277.64,4228.85,4244.73
01-09-2003,4248.07,4329.57,4248.07,4324.76
02-09-2003,4341.73,4358.3,4291.96,4339.2
03-09-2003,4361.87,4367.87,4248.86,4257.94
04-09-2003,4276.4,4328.37,4257.41,4310.51
05-09-2003,4314.68,4371.98,4314.68,4369.17
08-09-2003,4399.61,4444.62,4399.61,4434.25
09-09-2003,4458.64,4473.57,4398.09,4425.2
10-09-2003,4410.12,4438.23,4378.65,4434.26
11-09-2003,4423.71,4463.38,4381.09,4393.13
12-09-2003,4407.72,4437,4297.71,4305.91
15-09-2003,4310.17,4310.17,4184.11,4193.83
16-09-2003,4195.1,4290.07,4134.69,4274.75
17-09-2003,4299.37,4330.85,4222.6,4235.35
18-09-2003,4243.01,4251.54,4126.22,4134.15
19-09-2003,4159.72,4224.73,4097.55,4217.12
22-09-2003,4230.91,4237.42,4141.8,4151.72
23-09-2003,4138.01,4240.02,4111.54,4231.69
24-09-2003,4249.93,4366.83,4229.87,4356.39
25-09-2003,4347.23,4360.72,4285.01,4297.15
26-09-2003,4299.66,4388.83,4299.66,4382.57
29-09-2003,4392.87,4426.3,4385.54,4402.05
30-09-2003,4428.16,4456.41,4413.72,4453.24
01-10-2003,4452.07,4487.05,4432.93,4455.08
03-10-2003,4465.44,4556.89,4465.44,4552.92
06-10-2003,4567.68,4637.27,4552.39,4631.39
07-10-2003,4644.86,4688.33,4601.16,4632.94
08-10-2003,4646.63,4667.49,4586.96,4634.86
09-10-2003,4643.32,4710.28,4643.32,4698.68
10-10-2003,4735.09,4780.77,4730.31,4768.9
13-10-2003,4787.75,4859.93,4786.69,4849.27
14-10-2003,4866.12,4900.92,4765.35,4782.03
15-10-2003,4790.54,4867.91,4738.72,4855.26
16-10-2003,4887.04,4921.65,4865.26,4887.32
17-10-2003,4912.27,4949.23,4901.59,4930.53
20-10-2003,4951.11,4951.11,4838.7,4851.67
21-10-2003,4868,4880.66,4727.43,4755.72
22-10-2003,4772.84,4801.7,4705.41,4741.2
23-10-2003,4744.48,4755.94,4634.9,4648.41
24-10-2003,4654.27,4772.07,4599.61,4757.37
25-10-2003,4798.33,4828.27,4793.48,4802.28
27-10-2003,4802.07,4814.32,4689.09,4698.28
28-10-2003,4710.22,4748.19,4666.19,4707.8
29-10-2003,4732.79,4747.59,4684.42,4744.1
30-10-2003,4751.83,4805.72,4735.77,4780.52
31-10-2003,4787.05,4913.18,4779.09,4906.87
03-11-2003,4946.93,5068.66,4946.93,5063.03
04-11-2003,5096.16,5135,5055.57,5097.84
05-11-2003,5116.86,5127.79,5021.97,5064.91
06-11-2003,5080.05,5118.08,5030.04,5047.54
07-11-2003,5071.2,5092.7,4965.5,4971.57
10-11-2003,4962.22,5017.9,4909.66,4998.57
11-11-2003,4998.79,5039.2,4988.88,5030.64
12-11-2003,5040.55,5059.98,4998.26,5005.77
13-11-2003,5027.99,5053.49,4941.49,4949.16
14-11-2003,4948.77,4961.37,4854.16,4865.83
15-11-2003,4873.91,4925.31,4851.34,4911.76
17-11-2003,4907.02,4959.96,4882.97,4940.23
18-11-2003,4955.32,4981.48,4875.46,4891.13
19-11-2003,4868.43,4868.43,4800.67,4823.73
20-11-2003,4840.8,4878.81,4763.53,4771.23
21-11-2003,4770.75,4851.67,4736.7,4838.54
24-11-2003,4852.12,4858.43,4803.8,4822.15
25-11-2003,4845.1,4900.21,4843.46,4894.59
27-11-2003,4907.38,5000.41,4907.38,4989.04
28-11-2003,4995.15,5050.56,4991.24,5044.82
01-12-2003,5086.86,5166.56,5082.82,5160.85
02-12-2003,5187.73,5204.57,5123.8,5186.08
03-12-2003,5198.74,5246.74,5178.22,5221.9
04-12-2003,5229.18,5252.21,5174.86,5225.9
05-12-2003,5245.75,5263.11,5125.07,5131.72
08-12-2003,5144.95,5163.01,5089.57,5131.54
09-12-2003,5143.19,5232.49,5143.19,5229.34
10-12-2003,5234.72,5300.79,5220.6,5285.54
11-12-2003,5306.62,5317.41,5253.81,5299.96
12-12-2003,5321.49,5343.91,5283.75,5315.81
15-12-2003,5353.7,5399.08,5351.03,5390.88
16-12-2003,5374.15,5445.34,5351.21,5437.05
17-12-2003,5437.26,5457.88,5401.09,5418.23
18-12-2003,5432.46,5466.3,5407.46,5455
19-12-2003,5486.63,5555.68,5486.63,5541.35
22-12-2003,5547.68,5590.45,5543.98,5577.96
23-12-2003,5590.01,5616.25,5550.52,5564.33
24-12-2003,5566.05,5648.24,5560.23,5641.92
26-12-2003,5650.74,5705.3,5650.74,5699.24
29-12-2003,5725.44,5814.26,5725.44,5797.33
30-12-2003,5831.78,5920.76,5762.6,5791.85
31-12-2003,5812.38,5876.55,5801.52,5838.96
01-01-2004,5872.48,5936.41,5868.27,5915.47
02-01-2004,5944.23,6034.38,5944.23,6026.59
05-01-2004,6050.48,6078.11,5964.65,6039
06-01-2004,6068.68,6121.2,5916.33,5943.64
07-01-2004,5970.35,5985.3,5870.55,5957.02
08-01-2004,5992.1,6118.62,5992.1,6108.54
09-01-2004,6211.06,6249.6,6096.68,6119.59
12-01-2004,6152.22,6152.22,6037.3,6067.76
13-01-2004,6084.65,6147.74,6011.57,6132.97
14-01-2004,6157.88,6215.02,6157.88,6194.11
15-01-2004,6219.81,6248.81,6045.3,6063.91
16-01-2004,6068.66,6072.03,5914.02,5946.19
19-01-2004,5967.39,6076.97,5870.99,6064.1
20-01-2004,6099.94,6130.09,5899.71,5922.11
21-01-2004,5927.42,5962.36,5728.32,5758.19
22-01-2004,5793.83,5852.96,5567.68,5593.74
23-01-2004,5646.33,5832.74,5596.57,5816.64
27-01-2004,5854.35,6005.54,5791.74,5993.06
28-01-2004,5980.88,6030.55,5815.2,5876.05
29-01-2004,5865.21,5921.72,5774.31,5802.75
30-01-2004,5841.21,5854.29,5685.64,5695.67
03-02-2004,5715.46,5715.46,5550.17,5620.98
04-02-2004,5633.15,5769.79,5574.68,5756.76
05-02-2004,5756.3,5820.45,5648.14,5720.63
06-02-2004,5710.13,5800.94,5683.61,5786.35
09-02-2004,5810.21,5935.68,5807.73,5926.22
10-02-2004,5937.46,5972.94,5866.62,5932.52
11-02-2004,5936.41,5958.91,5905.23,5949.78
12-02-2004,5973.71,5986.41,5886.98,5936.96
13-02-2004,5936.65,6017.01,5922.38,6011.66
16-02-2004,6025.85,6063.91,6001.57,6012.35
17-02-2004,6018.95,6058.99,5999.13,6035.8
18-02-2004,6060.14,6082.8,6018.81,6027.02
19-02-2004,6041.36,6041.36,5845.07,5855.1
20-02-2004,5847.97,5893.62,5770.87,5850.72
23-02-2004,5869.61,5875.23,5680.36,5698.04
24-02-2004,5686.81,5748.15,5606.84,5734.44
25-02-2004,5746.79,5746.79,5606.86,5618.15
26-02-2004,5639.83,5723.31,5556.31,5567.12
27-02-2004,5595.83,5683.29,5551.64,5667.51
01-03-2004,5649.3,5831.55,5649.3,5823.17
03-03-2004,5830.77,5870.63,5792.97,5842.2
04-03-2004,5842.41,5872.75,5769.34,5815.87
05-03-2004,5834.37,5892.78,5818.77,5880.35
08-03-2004,5899.26,5951.03,5898.57,5935.19
09-03-2004,5923.35,5923.35,5794.82,5850.61
10-03-2004,5833.19,5833.19,5745.56,5759.29
11-03-2004,5737.69,5763.71,5634.4,5649.86
12-03-2004,5632.13,5735.94,5570.81,5700.4
15-03-2004,5745.06,5764.2,5505.98,5520.66
16-03-2004,5471.17,5551.92,5434.97,5525.09
17-03-2004,5545.83,5560.15,5482.63,5535.69
18-03-2004,5539.72,5540.68,5399.05,5414.94
19-03-2004,5410.48,5496.68,5386.62,5443.44
22-03-2004,5446.88,5446.88,5347.05,5365.4
23-03-2004,5356.97,5450.38,5324.78,5400.99
24-03-2004,5412.13,5435.4,5345.15,5395.28
25-03-2004,5403.38,5438.86,5368.88,5414.44
26-03-2004,5448.29,5552.34,5448.29,5528.94
29-03-2004,5538.52,5578.74,5495.31,5571.37
30-03-2004,5595.93,5608.31,5509.58,5520.44
31-03-2004,5518.43,5599.6,5493.12,5590.6
01-04-2004,5599.12,5750.29,5599.12,5740.85
02-04-2004,5762.81,5799.16,5700.6,5788.08
05-04-2004,5809.74,5905.35,5798.37,5838.02
06-04-2004,5886.02,5897.56,5780.94,5822.42
07-04-2004,5827.07,5860.67,5774.88,5815.13
08-04-2004,5824.37,5864.55,5783.74,5838.45
12-04-2004,5856.44,5867.07,5760.25,5783.79
13-04-2004,5823.53,5920.18,5743.58,5904.52
15-04-2004,5923.84,5927.04,5824.21,5843.97
16-04-2004,5868.39,5903.13,5843.77,5862.82
17-04-2004,5878.17,5881.48,5852.13,5861.63
19-04-2004,5875.53,5895.17,5782.37,5800.54
20-04-2004,5814.88,5819.92,5765.38,5804.81
21-04-2004,5803.7,5890.02,5783.92,5876.42
22-04-2004,5888.17,5947.57,5863.6,5924.18
23-04-2004,5941.1,5979.25,5905.58,5925.58
27-04-2004,5868.33,5868.33,5704.28,5712.28
28-04-2004,5709.43,5757.52,5659.83,5713.09
29-04-2004,5710.56,5710.56,5626.41,5668.43
30-04-2004,5674.76,5710.45,5632.99,5655.09
03-05-2004,5645.86,5645.86,5506,5584.99
04-05-2004,5616.41,5677.11,5616.41,5647.15
05-05-2004,5665.67,5695.18,5648.64,5686.19
06-05-2004,5749.98,5772.64,5739.26,5757.3
07-05-2004,5748.34,5748.34,5645.79,5669.58
10-05-2004,5628.61,5628.61,5501.17,5555.84
11-05-2004,5472.03,5472.03,5309.42,5325.9
12-05-2004,5296.25,5387.87,5296.25,5358.35
13-05-2004,5234.51,5487.34,5131.03,5399.47
14-05-2004,5409.34,5416.04,5043.99,5069.87
17-05-2004,5020.89,5020.89,4227.5,4505.16
18-05-2004,4547.7,4949.27,4547.7,4877.02
19-05-2004,4941.72,5059.89,4892.46,5006.1
20-05-2004,5048.17,5073.7,4912.17,4932.11
21-05-2004,4922.48,4978.56,4804.9,4961.57
24-05-2004,4993.45,5132.9,4993.45,5123.23
25-05-2004,5117.52,5143.93,4976.01,5102.22
26-05-2004,5116.58,5163.61,5049.21,5081.95
27-05-2004,5054.45,5107.6,5019.39,5058.55
28-05-2004,5026.92,5026.92,4821.59,4835.39
31-05-2004,4760.28,4830.08,4665.21,4759.62
01-06-2004,4792.01,4899.53,4792.01,4835.12
02-06-2004,4846.09,4946.15,4846.09,4923.69
03-06-2004,4972.27,5012.52,4789.63,4817.99
04-06-2004,4803.31,4902.27,4759.35,4889
07-06-2004,4927.5,4991.48,4905.53,4938.15
08-06-2004,4960.87,4972.74,4891.86,4962.63
09-06-2004,4972.34,5000.59,4945.24,4963.75
10-06-2004,4954.06,4975.75,4919.94,4944.64
11-06-2004,4931.49,4945.86,4823.1,4832.71
14-06-2004,4810.42,4810.42,4725.39,4746.01
15-06-2004,4696.51,4824.03,4696.51,4814.85
16-06-2004,4837.36,4863.63,4772.1,4788.8
17-06-2004,4791.3,4859.81,4746.51,4839.88
18-06-2004,4833.84,4836.4,4750.73,4769.99
21-06-2004,4770.65,4790.93,4731.72,4738.62
22-06-2004,4732.95,4767.35,4717.78,4735.86
23-06-2004,4742.8,4752.47,4635.17,4644
24-06-2004,4656.81,4717.74,4613.94,4708.55
25-06-2004,4717.83,4775.66,4680.42,4756.39
28-06-2004,4784.58,4844.72,4772.87,4837.6
29-06-2004,4838.74,4873.71,4802.04,4841.38
30-06-2004,4859.94,4877.9,4788.85,4795.46
01-07-2004,4813.76,4879.81,4785.94,4874.05
02-07-2004,4842.46,4895.48,4813.16,4870.58
05-07-2004,4861.15,4894.39,4831.85,4843.77
06-07-2004,4846.42,4939.4,4839.18,4928.59
07-07-2004,4919.54,4987.05,4912.22,4955.97
08-07-2004,4972.06,5004.17,4808.63,4843.84
09-07-2004,4766.49,4954.86,4723.04,4945.48
12-07-2004,4949.42,4967.92,4917.38,4944.54
13-07-2004,4961.87,4978.49,4878.06,4898.99
14-07-2004,4911.22,4933.34,4835.34,4848.3
15-07-2004,4849.38,4900.18,4844.66,4888.19
16-07-2004,4894.4,4961.32,4874.46,4951.17
19-07-2004,4957.08,5009.63,4942.43,4975.4
20-07-2004,4974.52,4982.04,4936.6,4957.88
21-07-2004,4973.88,5041.19,4951.55,4993.76
22-07-2004,5041.14,5082.81,5020.69,5054.29
23-07-2004,5073.1,5086.03,5034.2,5073.34
26-07-2004,5046.99,5126.45,5034.23,5118.17
27-07-2004,5130.86,5155.63,5068.62,5075.88
28-07-2004,5087.66,5104.66,5045.46,5070.29
29-07-2004,5082.61,5133.8,5051.49,5120.45
30-07-2004,5134.92,5200.85,5134.92,5170.32
02-08-2004,5193.25,5210.92,5167.29,5202.53
03-08-2004,5213.55,5242.15,5181.99,5194.63
04-08-2004,5189.88,5201.56,5145.22,5169.07
05-08-2004,5178.61,5257.32,5178.61,5252.78
06-08-2004,5249.73,5262.89,5166.19,5196.99
09-08-2004,5182.19,5240.29,5154.32,5233.21
10-08-2004,5248.46,5266.99,5214.99,5252.05
11-08-2004,5263.27,5269.22,5159.53,5175.16
12-08-2004,5167.52,5194.04,5117.8,5139.77
13-08-2004,5126.91,5144.7,5084.51,5102.92
16-08-2004,5105.26,5114.79,5056.07,5102.37
17-08-2004,5124.29,5148.53,5083.03,5102.94
18-08-2004,5103.97,5103.97,5025.49,5038.28
19-08-2004,5056.17,5132.83,5056.17,5123.65
20-08-2004,5128.1,5128.1,5047.75,5064.66
23-08-2004,5064.42,5080.22,5022.29,5033.69
24-08-2004,5048.63,5084.74,5040.71,5067.39
25-08-2004,5073.23,5093.37,5054.56,5088.56
26-08-2004,5105.38,5145.6,5105.38,5135.45
27-08-2004,5147.86,5148.75,5094.56,5117.01
30-08-2004,5130.54,5192.8,5130.54,5186.45
31-08-2004,5192.18,5202.51,5155.96,5192.08
01-09-2004,5202.16,5222.81,5202.02,5210.85
02-09-2004,5218.95,5233.32,5189.29,5198.72
03-09-2004,5190.69,5223.94,5178.57,5218.46
06-09-2004,5226.09,5264.87,5226.09,5246.23
07-09-2004,5245.16,5270.89,5240.15,5264.67
08-09-2004,5281.11,5305.67,5270.66,5298.16
09-09-2004,5307.83,5328.33,5269.51,5298.23
10-09-2004,5305.42,5376.65,5281.06,5370.05
13-09-2004,5380.71,5421.52,5379.6,5397.46
14-09-2004,5409.52,5434.33,5376.04,5428.77
15-09-2004,5438.49,5456.85,5399.34,5420.09
16-09-2004,5415.46,5483.59,5401,5477.68
17-09-2004,5489.12,5569.47,5489.12,5561.15
20-09-2004,5566.53,5585.57,5535.57,5545.82
21-09-2004,5547.49,5611.6,5536,5605.93
22-09-2004,5600.21,5638.79,5571.84,5616.87
23-09-2004,5598.14,5609.04,5530.86,5539.48
24-09-2004,5527.22,5575.4,5513.68,5527.75
27-09-2004,5530,5545.73,5486.41,5511.81
28-09-2004,5506.83,5518.21,5454.85,5462.61
29-09-2004,5472.7,5533.33,5428.2,5527.56
30-09-2004,5545.26,5598.55,5545.26,5583.61
01-10-2004,5587.46,5685.68,5573.56,5675.54
04-10-2004,5706.32,5785.04,5706.32,5766.3
05-10-2004,5760.19,5786.54,5741.7,5758.67
06-10-2004,5761.44,5799.92,5699.32,5713.75
07-10-2004,5718.64,5793.08,5718.64,5773.66
08-10-2004,5782.63,5803.82,5755.42,5776.85
09-10-2004,5776.58,5795.45,5748.4,5757.93
11-10-2004,5764.86,5792.08,5706.97,5717.54
12-10-2004,5750.36,5762.6,5663.79,5676.73
14-10-2004,5677.87,5738.61,5645.66,5713.1
15-10-2004,5733.35,5758.11,5673.75,5686.73
18-10-2004,5706.83,5727.96,5670.37,5679.83
19-10-2004,5691.47,5751.6,5686.97,5738.11
20-10-2004,5738.44,5750.14,5662.76,5673.02
21-10-2004,5680.44,5685.18,5617.37,5641.06
25-10-2004,5633.48,5645.88,5573.19,5581.49
26-10-2004,5591.01,5654.82,5558.14,5651.09
27-10-2004,5656.71,5699.18,5623.04,5662.87
28-10-2004,5694.6,5733.75,5694.6,5715.62
29-10-2004,5724.46,5731.35,5664.04,5672.27
01-11-2004,5678.65,5714.36,5649.03,5704.1
02-11-2004,5713.24,5765.14,5713.24,5754.76
03-11-2004,5772.32,5845.5,5771.73,5842.54
04-11-2004,5871.62,5883.39,5814.37,5832.88
05-11-2004,5833.33,5900.51,5823.44,5891.36
08-11-2004,5912.52,5955.94,5912.52,5930.47
09-11-2004,5937.34,5957.94,5910.41,5929.6
10-11-2004,5918.95,5979.78,5918.95,5973.75
11-11-2004,5980.03,5995.33,5943.33,5954.31
12-11-2004,5985.05,6001.99,5945.98,5964.01
16-11-2004,5970.04,6002.03,5949.24,5996.7
17-11-2004,6000.11,6036.7,5997.74,6016.58
18-11-2004,6019.85,6035.22,5985.57,6025.47
19-11-2004,6030.81,6044.55,5953.42,5961.71
22-11-2004,5921.01,5979.1,5877.97,5963.8
23-11-2004,5982.91,6031.59,5977.76,6009.86
24-11-2004,6007.87,6053.19,6001.46,6035.95
25-11-2004,6034.72,6081.74,6014.98,6035.03
29-11-2004,6033.42,6166.72,6029.82,6157.77
30-11-2004,6195.02,6248.43,6194.61,6234.29
01-12-2004,6259.28,6272.68,6176.09,6227.83
02-12-2004,6275.41,6335.14,6275.41,6328.43
03-12-2004,6348.32,6361.53,6304.22,6322.76
06-12-2004,6351.04,6386.29,6312.13,6322.5
07-12-2004,6324.07,6354.26,6287.46,6316.28
08-12-2004,6333.04,6359.2,6250.24,6261.52
09-12-2004,6259.5,6319.01,6241.27,6304.27
10-12-2004,6328.1,6336.9,6221.4,6233.54
13-12-2004,6231.47,6274.24,6220.58,6268.72
14-12-2004,6280.56,6331.57,6280.49,6325.53
15-12-2004,6334.27,6423.27,6334.27,6402.29
16-12-2004,6401.19,6437,6373.55,6420.38
17-12-2004,6420.9,6436.08,6329.71,6346.48
20-12-2004,6360.11,6409.52,6345.87,6403
21-12-2004,6429.25,6461.64,6400.56,6451.3
22-12-2004,6465.51,6480.2,6396.43,6413.66
23-12-2004,6410.3,6455.69,6409.29,6441.85
24-12-2004,6485.26,6507.94,6463.18,6498.06
27-12-2004,6484.84,6566.64,6469.96,6513.03
28-12-2004,6517.9,6568.57,6517.9,6563.48
29-12-2004,6594.39,6617.15,6552.06,6567.94
30-12-2004,6583.74,6608.3,6507.3,6522.54
31-12-2004,6541.38,6609.78,6541.38,6602.69
03-01-2005,6626.49,6684.77,6626.49,6679.2
04-01-2005,6683.56,6696.31,6640.9,6651.01
05-01-2005,6628.89,6629.98,6334.74,6458.84
06-01-2005,6447.27,6481.23,6324.53,6367.39
07-01-2005,6371.73,6440.31,6347.5,6420.46
10-01-2005,6440.33,6469.09,6286.85,6308.54
11-01-2005,6317.39,6329.89,6208.82,6222.87
12-01-2005,6250.35,6263.71,6070.33,6102.74
13-01-2005,6138.05,6242.95,6138.05,6221.06
14-01-2005,6232.42,6249.39,6142.34,6173.82
17-01-2005,6202.74,6232.97,6087.55,6194.07
18-01-2005,6221.28,6267.97,6173.09,6192.35
19-01-2005,6211.28,6230.62,6160.4,6173.32
20-01-2005,6170.33,6197.21,6091.08,6183.24
24-01-2005,6201.6,6215.78,6086.73,6106.43
25-01-2005,6093.66,6174,6069.33,6162.98
27-01-2005,6188.38,6252.39,6188.38,6239.43
28-01-2005,6245.26,6432.58,6245.26,6419.09
31-01-2005,6463.52,6565.3,6455.55,6555.94
01-02-2005,6565.21,6586.66,6508.84,6552.47
02-02-2005,6560.62,6600.25,6509.92,6530.06
03-02-2005,6550.75,6632.5,6550.75,6619.97
04-02-2005,6635.85,6684.16,6571.51,6618.23
07-02-2005,6652.33,6658.33,6514.86,6535.17
08-02-2005,6528.81,6573.93,6508.33,6544.77
09-02-2005,6556.53,6613.54,6553.4,6593.53
10-02-2005,6600.85,6608.96,6533.97,6577.83
11-02-2005,6594.32,6640.29,6594.32,6633.76
14-02-2005,6673.39,6719.2,6659.64,6679.33
15-02-2005,6694.79,6694.79,6640.42,6670.06
16-02-2005,6673.71,6714.13,6580.97,6607.78
17-02-2005,6598.77,6599.48,6532.5,6589.29
18-02-2005,6595.19,6642.77,6564.36,6584.32
21-02-2005,6585.88,6602.53,6521.07,6534.68
22-02-2005,6531.58,6603.14,6515.73,6589.41
23-02-2005,6593.85,6607.78,6565.42,6582.5
24-02-2005,6616.37,6621.68,6563.41,6574.21
25-02-2005,6588.29,6622.62,6543.91,6569.72
28-02-2005,6584.34,6721.08,6545.94,6713.86
01-03-2005,6725.92,6725.92,6628.22,6651.08
02-03-2005,6658.94,6708.78,6647.11,6686.89
03-03-2005,6700.79,6794.22,6691.18,6784.72
04-03-2005,6798.62,6864.62,6798.62,6849.48
07-03-2005,6863.58,6902.49,6854.96,6878.98
08-03-2005,6885.73,6929.59,6872.72,6915.09
09-03-2005,6895.62,6954.86,6843.44,6892.82
10-03-2005,6888.73,6917.6,6849.98,6907.65
11-03-2005,6921.02,6948.54,6838.95,6853.73
14-03-2005,6854.92,6882.23,6794.92,6810.04
15-03-2005,6815.59,6823.46,6730.23,6752.45
16-03-2005,6757.49,6806.72,6732.33,6746.88
17-03-2005,6719.11,6737.29,6640.88,6669.52
18-03-2005,6664.65,6710.98,6595.53,6700.34
21-03-2005,6716.41,6734.72,6633.52,6656.69
22-03-2005,6655.78,6656.31,6520.15,6535.45
23-03-2005,6533.65,6568.2,6434.81,6454.46
24-03-2005,6456.02,6514.73,6412.89,6442.87
28-03-2005,6471.47,6555.1,6471.47,6510.74
29-03-2005,6512.98,6512.98,6326.73,6367.86
30-03-2005,6371.4,6400.07,6321.31,6381.4
31-03-2005,6404.78,6509.02,6404.78,6492.82
01-04-2005,6506.6,6618.08,6468.52,6605.04
04-04-2005,6616.83,6649.42,6586.25,6604.42
05-04-2005,6611.53,6621.91,6532.94,6550.29
06-04-2005,6555.92,6617.2,6551.68,6606.41
07-04-2005,6629.12,6644.69,6530.97,6545.64
08-04-2005,6544.81,6560.88,6456.84,6479.54
11-04-2005,6477.14,6477.14,6382.13,6397.52
12-04-2005,6407.39,6472.04,6404.35,6464.61
13-04-2005,6466.92,6515.82,6449.33,6467.92
15-04-2005,6339.73,6339.73,6232.37,6248.34
18-04-2005,6220.98,6220.98,6118.42,6156.78
19-04-2005,6181.39,6269.75,6121.42,6134.86
20-04-2005,6169.83,6259.28,6151.26,6243.74
21-04-2005,6249.29,6305.88,6174.3,6299.2
22-04-2005,6329.85,6374.03,6302.03,6346.57
25-04-2005,6338.67,6391.73,6308.48,6377.85
26-04-2005,6374.28,6377.54,6323.32,6339.98
27-04-2005,6323.9,6358.59,6258.07,6278.5
28-04-2005,6271.61,6293.97,6232.48,6284.2
29-04-2005,6283.07,6288.44,6138.47,6154.44
02-05-2005,6183.07,6223.78,6140.97,6195.15
03-05-2005,6200.39,6246.63,6189.16,6216.77
04-05-2005,6218.95,6295.14,6218.95,6289.55
05-05-2005,6322.02,6391.32,6322.02,6359.65
06-05-2005,6367.25,6404.36,6333.83,6388.48
09-05-2005,6391.8,6487.12,6391.8,6481.35
10-05-2005,6486.08,6494.91,6439.69,6454.71
11-05-2005,6420.25,6456.52,6380.76,6445.13
12-05-2005,6442.86,6482.39,6432.17,6456.82
13-05-2005,6447.72,6463.14,6418.78,6451.54
16-05-2005,6456.97,6532.17,6456.97,6528.03
17-05-2005,6545.22,6568.61,6449.98,6466
18-05-2005,6457.37,6458.29,6380.53,6447
19-05-2005,6461.07,6538.19,6460.24,6478.94
20-05-2005,6462.16,6512.96,6438.6,6499.5
23-05-2005,6504.49,6549.57,6499.21,6539.83
24-05-2005,6563.02,6579.05,6522.8,6565.37
25-05-2005,6566.84,6612.25,6537.61,6597.6
26-05-2005,6599.27,6685.33,6587.57,6670.78
27-05-2005,6689.56,6772.74,6689.14,6707.72
30-05-2005,6697.15,6724.99,6642.61,6663.55
31-05-2005,6666.17,6722.55,6647.7,6715.11
01-06-2005,6729.39,6763.28,6710.37,6729.9
02-06-2005,6733.46,6756.62,6647.36,6655.56
03-06-2005,6664.98,6761.13,6647.69,6748.85
04-06-2005,6744.31,6772.09,6736.59,6753
06-06-2005,6747.2,6813.91,6740.63,6758.19
07-06-2005,6756.6,6795.03,6737.09,6781.25
08-06-2005,6768.2,6862.83,6768.2,6858.24
09-06-2005,6858.7,6862.79,6813.2,6832.53
10-06-2005,6833.58,6883.67,6774.14,6781.99
